date,profile,reference_price_date,weekly_cap,without_new_bosses_meso,with_available_new_bosses_meso,opportunity_factor,increase_pct,interpretation
2024-08-22,challenger_seren,2026-08-20,12,1244080000,1244080000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-26,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-03,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-10,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-17,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-24,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-31,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-11-07,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-11-14,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-11-21,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-11-28,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-12-05,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-12-12,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-12-19,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-12-26,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-02,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-09,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-16,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-23,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-30,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-02-06,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-02-13,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-02-20,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-02-27,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-03-06,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-03-13,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-03-20,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-03-27,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-04-03,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-04-10,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-04-17,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-04-24,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-01,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-08,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-15,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-22,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-29,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-06-05,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-06-12,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-06-19,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-06-26,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-03,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-10,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-17,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-24,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-31,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-08-07,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-08-14,main_extreme_suu,2026-08-20,12,2359300000,2359300000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-08-21,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-08-28,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-09-04,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-09-11,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-09-18,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-09-25,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-10-02,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-10-09,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-10-16,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-10-23,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-10-30,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-11-06,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-11-13,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-11-20,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-11-27,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-12-04,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-12-11,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-12-18,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2025-12-25,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-01-01,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-01-08,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-01-15,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-01-22,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-01-29,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-02-05,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-02-12,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-02-19,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-02-26,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-03-05,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-03-12,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-03-19,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-03-26,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-04-02,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-04-09,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-04-16,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-04-23,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-04-30,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-05-07,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-05-14,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-05-21,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-05-28,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-06-04,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-06-11,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-06-18,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-06-25,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-07-02,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-07-09,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-07-16,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-07-23,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-07-30,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-08-06,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-08-13,main_extreme_suu,2026-08-20,12,2359300000,2906200000,1.2318060441656424,23.180604416564243,fixed-access solo basket; not mean realized production
2026-08-20,main_extreme_suu,2026-08-20,12,2359300000,3297300000,1.3975755520705293,39.75755520705293,fixed-access solo basket; not mean realized production
2024-08-22,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-08-29,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-05,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-12,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-19,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-26,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-03,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-10,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-17,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-24,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-31,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-11-07,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-11-14,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-11-21,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-11-28,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-12-05,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-12-12,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-12-19,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-12-26,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-02,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-09,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-16,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-23,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-01-30,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-02-06,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-02-13,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-02-20,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-02-27,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-03-06,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-03-13,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-03-20,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-03-27,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-04-03,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-04-10,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-04-17,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-04-24,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-01,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-08,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-15,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-22,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-05-29,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-06-05,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-06-12,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-06-19,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-06-26,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-03,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-10,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-17,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-24,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-07-31,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-08-07,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-08-14,main_normal_limbo,2026-08-20,12,3673200000,3673200000,1.0,0.0,fixed-access solo basket; not mean realized production
2025-08-21,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-08-28,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-09-04,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-09-11,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-09-18,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-09-25,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-10-02,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-10-09,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-10-16,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-10-23,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-10-30,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-11-06,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-11-13,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-11-20,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-11-27,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-12-04,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-12-11,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-12-18,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2025-12-25,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2026-01-01,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2026-01-08,main_normal_limbo,2026-08-20,12,3673200000,4184300000,1.1391429815964282,13.914298159642824,fixed-access solo basket; not mean realized production
2026-01-15,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-01-22,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-01-29,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-02-05,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-02-12,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-02-19,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-02-26,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-03-05,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-03-12,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-03-19,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-03-26,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-04-02,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-04-09,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-04-16,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-04-23,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-04-30,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-05-07,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-05-14,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-05-21,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-05-28,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-06-04,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-06-11,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-06-18,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-06-25,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-07-02,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-07-09,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-07-16,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-07-23,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-07-30,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-08-06,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-08-13,main_normal_limbo,2026-08-20,12,3673200000,4746400000,1.2921703147119679,29.217031471196787,fixed-access solo basket; not mean realized production
2026-08-20,main_normal_limbo,2026-08-20,12,3673200000,5526600000,1.5045736687357072,50.45736687357072,fixed-access solo basket; not mean realized production
2024-08-22,main_upper,2026-08-20,12,15819200000,15819200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-08-29,main_upper,2026-08-20,12,15819200000,15819200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-05,main_upper,2026-08-20,12,15819200000,15819200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-12,main_upper,2026-08-20,12,15819200000,15819200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-19,main_upper,2026-08-20,12,15819200000,15819200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-09-26,main_upper,2026-08-20,12,15819200000,15819200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-03,main_upper,2026-08-20,12,15819200000,15819200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-10,main_upper,2026-08-20,12,15819200000,15819200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-17,main_upper,2026-08-20,12,15819200000,15819200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-24,main_upper,2026-08-20,12,15819200000,15819200000,1.0,0.0,fixed-access solo basket; not mean realized production
2024-10-31,main_upper,2026-08-20,12,15819200000,15819200000,1.0,0.0,fixed-access solo basket; not mean realized production
